system_type,test_case,input_text,expected_values,actual_values,accuracy,response_time,cpu_usage,memory_usage,test_category,has_errors
new,自定义命令测试,测量开始温度三十三度测量结束暂停录音温度三十五度继续录音,"[33.0, 35.0]","[33.0, 35.0]",1.0,0.0007874965667724609,2.1,46.2,basic,False
new,TTS+键盘+命令三重干扰,温度二十五点五度,[25.5],[25.5],1.0,0.003092527389526367,4.8,46.2,tts_interference,False
new,高频连续干扰,压力一百二十帕斯卡,[120.0],[120.0],1.0,0.0010001659393310547,7.2,46.2,basic,False
new,系统边界压力测试,湿度百分之七十五,[75.0],[75.0],1.0,0.0031626224517822266,2.7,46.2,basic,False
new,Print命令中文,Print 当前状态正常,[],[],1.0,0.0011413097381591797,2.2,46.3,print_function,False
new,Print命令英文,Print system status is normal,[],[],1.0,0.0007290840148925781,9.5,46.2,print_function,False
new,Print命令包含数字,Print 温度二十五点五度,[],[],1.0,0.0007719993591308594,7.6,46.2,print_function,False
new,纯中文描述,当前状态正常,[],[],1.0,0.0,5.7,46.2,print_function,False
new,纯英文描述,system is running normally,[],[],1.0,0.010620355606079102,12.7,46.2,print_function,False
new,设备状态描述,测量设备已连接,[],[],1.0,0.0,0.0,46.2,print_function,False
new,Print警告信息,Print 警告：设备异常,[],[],1.0,0.001107931137084961,1.3,46.2,print_function,False
new,Print错误信息,Print ERROR: Connection failed,[],[],1.0,0.0008389949798583984,5.7,46.2,print_function,False
new,Print带时间戳,Print 时间戳 2024-01-01 10:30:00,[],[],1.0,0.0005030632019042969,1.7,46.2,print_function,False
new,Print复杂格式,Print 测量值：温度25.5°C，湿度65%,[],[],1.0,0.0,3.9,46.2,print_function,False
new,英文+中文数字,temperature 二十五度,[25.0],[25.0],1.0,0.0020117759704589844,15.2,46.2,basic,False
new,中文+英文+数字,温度 is 三十点五 degrees,[30.5],[30.5],1.0,0.0019888877868652344,9.3,46.2,basic,False
new,Print命令中英混合,Print current temperature: 二十八点二°C,[],[],1.0,0.0010008811950683594,17.3,46.2,print_function,False
new,中英混合百分比,湿度 humidity 百分之六十五,[65.0],[65.0],1.0,0.0,6.3,46.2,basic,False
new,中英混合测量,测量值 measurement 一百二十点五 units,[120.5],[120.5],1.0,0.0,9.5,46.2,basic,False
